Date,User,Message
2018-03-06 09:34:07,"권현우","Little sleepy"
2018-03-06 09:34:07,"samer","Good!"
2018-03-06 09:34:08,"조완서","good"
2018-03-06 09:34:17,"한별","Not bad"
2018-03-06 09:34:18,"오세현","tired.."
2018-03-06 09:34:22,"김유진","so tired..."
2018-03-06 09:34:23,"서남진","good~~~"
2018-03-06 09:34:23,"이명희","good"
2018-03-06 09:34:25,"윤종욱","good"
2018-03-06 09:37:02,"Jonathan","Yes!"
2018-03-06 09:37:06,"정진혁","Yes:)"
2018-03-06 09:37:06,"오세현","got it!"
2018-03-06 09:37:06,"조혜린","yes!"
2018-03-06 09:37:08,"지승윤","yes"
2018-03-06 09:37:10,"조정훈","okay"
2018-03-06 09:37:11,"채지혜","yes"
2018-03-06 09:37:12,"민주","yes!"
2018-03-06 09:37:16,"Sovan Chhaya","Yes"
2018-03-06 09:37:56,"권현우","I clicked the hyperlink and it says I'm not authorized. Do I need to get your permission for every links?"
2018-03-06 09:43:43,"Sovan Chhaya","Is Machine languages for that JVM"
2018-03-06 09:46:42,"정진혁","translates bytecodes into a machine language"
2018-03-06 09:46:56,"Sovan Chhaya","Example Virtualbox"
2018-03-06 09:51:19,"조정훈","object oriented"
2018-03-06 09:51:21,"서남진","OOT"
2018-03-06 09:51:21,"조혜린","object-oriented?"
2018-03-06 09:51:23,"권현우","Object oriented"
2018-03-06 09:51:24,"김유진","Object_oriented"
2018-03-06 09:52:54,"조정훈","turn on"
2018-03-06 09:53:02,"samer","Images"
2018-03-06 09:53:02,"정진혁","project"
2018-03-06 09:53:08,"Jonathan","Turn off"
2018-03-06 09:53:09,"권현우","show something"
2018-03-06 09:53:10,"명진","showing display"
2018-03-06 09:53:11,"영인","display"
2018-03-06 09:53:24,"Sovan Chhaya","Show the slid"
2018-03-06 09:54:41,"한상민","turned on"
2018-03-06 09:55:19,"오세현","connect to computer"
2018-03-06 09:55:19,"한상민","turned off"
2018-03-06 09:55:23,"정진혁","showing slides"
2018-03-06 09:55:23,"Jonathan","Projecting state"
2018-03-06 09:55:24,"권현우","blue light that shows it is turned on"
2018-03-06 09:58:45,"오세현","computer"
2018-03-06 09:58:56,"정진혁","electricity"
2018-03-06 09:58:57,"조정훈","wifi"
2018-03-06 09:59:01,"명진","detectors?"
2018-03-06 09:59:04,"윤종욱","router?"
2018-03-06 09:59:07,"권현우","students?"
2018-03-06 09:59:18,"김기철","smart phone"
2018-03-06 09:59:21,"오세현","programs"
2018-03-06 10:03:13,"Sovan Chhaya","What is the disadvantage when we take the package from another?"
2018-03-06 10:13:45,"조정훈","can you explain again?"
2018-03-06 10:13:49,"조정훈","about class"
2018-03-06 10:15:24,"권현우","Is there any difference between instance and Class?"
2018-03-06 10:27:24,"남재창","Any names!"
2018-03-06 10:27:27,"명진","JC"
2018-03-06 10:27:28,"권현우","JC"
2018-03-06 10:27:31,"오세현","smartclass"
2018-03-06 10:27:38,"채지혜","JC's smartclass"
2018-03-06 10:27:41,"조정훈","smartJC"
2018-03-06 10:30:01,"정승영","is it related to javascript for web?"
2018-03-06 10:30:03,"윤종욱","in web? "
2018-03-06 10:30:18,"권현우","to know where they are come from?"
2018-03-06 10:30:41,"Sovan Chhaya","To identify"
2018-03-06 10:37:22,"조정훈","screen"
2018-03-06 10:40:16,"영인","explanation about code"
2018-03-06 10:40:16,"김석진","//"
2018-03-06 10:40:19,"민주","/*"
2018-03-06 10:40:34,"채지혜","to explain "
2018-03-06 10:41:07,"오세현","don't affect the program"
2018-03-06 10:41:13,"Sovan Chhaya","Use to explain how  code process to another developer"
2018-03-06 10:43:17,"조정훈","I dont know"
2018-03-06 10:58:24,"한상민","there is no index.html"
2018-03-06 12:17:26,"samer","Can any of the TA students help me?"
2018-03-06 13:32:52,"남재창","If there is an error or no index.html when you generate Javadoc, check your path of your workspace. If your account name of your Windows in Korean, that seems to cause a problem. Eclipse seems not good at proceesing Korean characters. So, when opening Eclipse, change your workspace path without a Korean folder name."
2018-03-06 13:35:27,"남재창","Samer you can also contact me. (jcnam@handong.edu)"
2018-03-06 13:40:35,"samer","I done it jc"
2018-03-06 13:40:49,"samer","Thank you for your concern"
2018-03-06 13:41:00,"남재창","OK, great! Thanks!"
2018-03-06 13:42:13,"남재창","Is there any body who want to edit the today's lecture note? If you want to do, let me know by an email or put your name in the google sheet (check the annourcement in the lecture note.)"
2018-03-07 19:23:54,"오세현","오세현 left this chatroom."
2018-03-07 20:44:27,"Sovan Chhaya","Photo"
2018-03-07 20:45:17,"Sovan Chhaya","I think about this one but how about number 10?"
2018-03-07 20:45:31,"Sovan Chhaya","can tell me?"
2018-03-07 20:53:52,"남재창","Manager. Where did you get this? In the class, we may not cover UML."
2018-03-07 20:55:07,"Sovan Chhaya","Or professor I just learn is but my self but I don't understand too much"
2018-03-07 20:55:22,"Sovan Chhaya","I need your help from you professor"
2018-03-07 20:57:05,"남재창","You can make an appointment with me. Please, send me an email."
2018-03-07 20:57:20,"Sovan Chhaya","Yes professor"
2018-03-07 20:58:12,"Sovan Chhaya","Chhormsovanchhaya@gmail.com"
2018-03-07 21:00:41,"Sovan Chhaya","It ok professor ?"
2018-03-07 22:19:46,"남재창","Hi all I made some slides for your second lab. Please check your Google drive. You must finish lab02 for the next lab if you did not finish on time in the last class."
2018-03-09 09:27:40,"남재창","Good morning everyone! How are you today?"
2018-03-09 09:27:46,"한별","Good!"
2018-03-09 09:28:00,"정승영","(Emoticon) "
2018-03-09 09:28:32,"정진혁","Good morning!!"
2018-03-09 09:28:36,"조완서","Good!"
2018-03-09 09:28:39,"조완서","😆"
2018-03-09 09:28:52,"김유진","(Emoticon) tired.."
2018-03-09 09:28:59,"이명희","good"
2018-03-09 09:29:02,"권현우","happy"
2018-03-09 09:29:04,"명진","still waking uo"
2018-03-09 09:29:06,"명진","up"
2018-03-09 09:29:32,"남재창","Great! :)"
2018-03-09 09:29:55,"윤종욱","good~~"
2018-03-09 09:31:01,"한상민","Good morning!"
2018-03-09 09:31:08,"이수아","이수아 joined this chatroom."
2018-03-09 09:32:46,"조혜린","good!!"
2018-03-09 09:35:44,"권현우","Class"
2018-03-09 09:35:52,"권현우","Package"
2018-03-09 09:35:54,"조정훈","method"
2018-03-09 09:35:54,"서남진","instance"
2018-03-09 09:35:59,"권현우","Objects"
2018-03-09 09:37:21,"정진혁","instance"
2018-03-09 09:37:21,"권현우","instance"
2018-03-09 09:37:57,"정진혁","class?"
2018-03-09 09:41:53,"권현우","to identify where it is from"
2018-03-09 09:44:23,"조정훈","state"
2018-03-09 09:44:24,"정진혁","object actions and states"
2018-03-09 09:44:26,"조정훈","action"
2018-03-09 09:44:31,"김유진","action and state"
2018-03-09 09:44:32,"채지혜","state"
2018-03-09 09:55:39,"권현우","electricity?"
2018-03-09 09:55:58,"조완서","on and off?"
2018-03-09 09:55:59,"영인","turn on button"
2018-03-09 09:56:38,"영인","temperatur"
2018-03-09 09:56:38,"영인","e"
2018-03-09 09:56:56,"조완서","size"
2018-03-09 12:34:43,"남재창","Thanks for your attention today. The last lecture and todays' lecture covers the most important parts of our class. You don't understand what they are and you could not do the labs until this week. This course might not be your course. In that case, I recommend you to drop the course. Please, serioulsy consider my advise. But dont' panic and meet me by an appointment if you need my help."
2018-03-09 12:40:30,"남재창","In Korean: 수업 듣느라 고생했어요. 지난 수업과 오늘 수업은 앞으로의 자바 수업을 위해 반드시 이해하고 할 수 있어야 합니다. 만약에 오늘한 게 뭔지 이해가 안가면, 앞으로 수업을 따라올 수 없으니, 수강철회 하기를 부탁합니다. 만약에 공부를 따라가고 싶은데, 어려워서 도움이 필요하면, 연락주고 찾아오면 됩니다. 이번 주까지 지난번 랩 오늘 랩 완성 못하면, 이 수업은 내 수업이 아니다 생각하고, 전산전자는 내 학부가 아니다 생각하고 진로에 대해서 고민을 좀 했으면 합니다 (수강철회 및 전과에 대한 고민). 하고싶은데 어려운거면 제게 도움을 요청하세요! 성심성의껏 도와 줄게요. 그럼 좋은 주말!"
2018-03-09 12:56:01,"조정훈","Have a nice weekend JC(씨익)(씨익)"
2018-03-09 13:04:42,"조정훈","JC, how can I solve this error?"
2018-03-09 13:04:53,"조정훈","Photo"
2018-03-09 13:16:19,"정승영","public class control"
2018-03-09 13:16:29,"정승영","should be declared first"
2018-03-09 13:17:17,"정승영","and then
{
     public void Contorller
          {
           System.out. blahblah"
2018-03-09 13:17:58,"정승영","and you typed ""Controller"" at where should be ""Control"""
2018-03-09 13:25:01,"권현우","I think control is package name"
2018-03-09 13:25:32,"조정훈","yes.."
2018-03-09 13:25:50,"권현우","then you should leave the control as it is"
2018-03-09 13:26:01,"조정훈","aha~"
2018-03-09 13:26:59,"권현우","try typing Controller MyRemoteControl = new Controller();"
2018-03-09 13:27:09,"권현우","Controller MyRemoteControl = new Controller(); << just this part"
2018-03-09 13:27:27,"권현우","in the main method"
2018-03-09 13:29:32,"권현우","oh I mean in the class"
2018-03-09 13:30:04,"권현우","between the last two parenthesis in your image"
2018-03-09 13:33:57,"조정훈","you're right!!! Thank you"
2018-03-09 13:34:03,"조정훈","Photo"
2018-03-09 13:34:47,"권현우","it's 승영 who tried to help you first, so thank him, not me :)"
2018-03-09 13:34:54,"권현우","have a good weekend!"
2018-03-09 13:36:15,"조정훈","승영 thanks too!!(하하)(씨익)"
2018-03-09 20:23:47,"남재창","Wow, this is great! Helping each others via this chat room! I'm proud of you guys! Have a great weekend!"
2018-03-10 09:22:05,"남재창","Hi all. I've put my code for the smar classroom project here. https://github.com/lifove/sclass"
2018-03-10 09:22:41,"남재창","Go to the 'src' folder to see the java files."
2018-03-10 09:23:40,"남재창","I did not put any comments and javadoc. To study the code, you type by yourself and add your explnation for each line by using comments or javadoc comments."
2018-03-10 09:27:54,"남재창","By using this code, understand how we instantiate objects/classes and how we use object's data (instance variable) and actions (methods). Put what you understood in your code as comments."
2018-03-12 16:58:44,"심준석","심준석 joined this chatroom."
2018-03-13 09:01:19,"남재창","Good mirnig everyone. Hope to see you soon!"
2018-03-13 09:04:35,"권현우","good morning!"
2018-03-13 09:04:51,"윤종욱","(굿)"
2018-03-13 09:15:46,"한상민","(Emoticon) "
2018-03-13 09:27:47,"민주","good morning~~"
2018-03-13 09:31:20,"채지혜","good morning~~~~"
2018-03-13 09:31:58,"이준섭","Morning~"
2018-03-13 09:32:11,"Sovan Chhaya","Good morning"
2018-03-13 09:53:59,"정승영","i got one!"
2018-03-13 09:54:30,"Sovan Chhaya","Not clear"
2018-03-13 10:18:39,"영인","What is difference between local variable and instance variable?
Is Instance Variable, variable with bigger concept that slightly concludes the concept of local variable?"
2018-03-13 10:34:39,"영인","Then, can instance variable access same value with method?"
2018-03-13 10:34:54,"한상민","Can you make a 1page image about levels of those things?"
2018-03-13 10:45:36,"한상민","yes!"
2018-03-13 11:15:04,"Sovan Chhaya","I Get a point"
2018-03-16 08:56:38,"남재창","Strong wind today! Pleaes, be safe. See you soon ;)"
2018-03-16 08:57:24,"Sovan Chhaya","Take care thank you professor"
2018-03-16 08:57:53,"남재창","Just call me JC :)"
2018-03-16 08:58:09,"Sovan Chhaya","Ok JC"
2018-03-16 08:58:17,"남재창","Great!"
2018-03-16 09:39:29,"영인","maybe"
2018-03-16 09:40:49,"이명희","each variable and action can access?"
2018-03-16 09:40:54,"영인","you can access to vaue of data anywhere"
2018-03-16 09:43:25,"권현우","Can we access the static variables from other classes?"
2018-03-16 09:45:02,"영인","method"
2018-03-16 09:45:58,"권현우","isn't ""out"" a form of system call ?"
2018-03-16 10:14:22,"권현우","Fuel"
2018-03-16 10:14:27,"명진","size"
2018-03-16 10:14:38,"이준섭","No.of passengers?"
2018-03-16 10:14:59,"이준섭","Max number*"
2018-03-16 10:15:04,"민주","weight"
2018-03-16 10:17:11,"권현우","propel?"
2018-03-16 10:17:16,"명진","carrying capacity"
2018-03-16 10:18:02,"권현우","sending signals"
2018-03-16 10:18:12,"samer","Isn't capacity as the max n of passengers?"
2018-03-16 10:20:13,"조정훈","turn left"
2018-03-16 10:20:18,"권현우","horns?"
2018-03-16 10:20:26,"권현우","making sounds"
2018-03-16 10:20:45,"권현우","supplying electricity"
2018-03-16 10:21:26,"한상민","carry in?"
2018-03-16 10:21:27,"권현우","locking some cabins in case of sinkage"
2018-03-16 10:21:58,"임수진","engine on off"
2018-03-16 10:22:37,"samer","Propels/fan?"
2018-03-16 10:56:52,"Sovan Chhaya","Return"
2018-03-20 08:36:50,"권현우","Are we having our class at OH402 today?"
2018-03-20 09:12:13,"남재창","No, NTH413. Is there any annoucement I do not know?"
2018-03-20 09:13:42,"권현우","No but on the whiteboard someone wrote ""Java Programming 강의실 변경 OH402"""
2018-03-20 09:14:22,"남재창","Please, delete it. Maybe it is for another Java programming section ;)"
2018-03-20 09:37:47,"한상민","local"
2018-03-20 09:37:48,"영인","local"
2018-03-20 09:37:49,"조정훈","class"
2018-03-20 09:37:52,"한상민","static"
2018-03-20 09:37:53,"영인","static"
2018-03-20 09:38:07,"권현우","Instacne variable"
2018-03-20 09:38:08,"정석","instance"
2018-03-20 09:38:13,"정석","parameter"
2018-03-20 09:38:15,"명진","method?"
2018-03-20 09:38:24,"채지혜","global"
2018-03-20 09:43:10,"한상민","Does interface and javadoc are different?"
2018-03-20 09:45:56,"권현우","Isn't Encapsulation something that is done naturally?"
2018-03-20 09:47:24,"권현우","for the local variables, you don't have to make it public"
2018-03-20 09:48:58,"권현우","is there an opposite concept of Encapsulation then? like opening up all your source codes of your methods, letting others to customize them"
2018-03-20 09:53:11,"한상민","thank you"
2018-03-20 10:31:49,"권현우","static?"
2018-03-20 10:36:43,"Sovan Chhaya","I don't understand prob 3"
2018-03-20 11:04:00,"Yeun","Yeun joined this chatroom."
2018-03-20 11:40:11,"남재창","Thanks for your attention. For HW1-1, put javadoc and comments carefully. It is like traslating the code in your own words. For the single line, do your best to put all the terms and cencepts your leared in class such as instance variable, local veraible, modifiers, instanace, instantiation, and so on! Cheers!"
2018-03-20 11:41:49,"Sovan Chhaya","Thank  JC  i'll try it."
2018-03-23 09:03:14,"남재창","Good morning everyone. Today is clean and sunny. Hope to see you soon!"
2018-03-23 09:13:05,"권현우","good morning :)"
2018-03-23 09:13:20,"채지혜","Good morning :) See you soon~~~~"
2018-03-23 09:35:42,"Sovan Chhaya","Morning"
2018-03-23 09:39:45,"권현우","min/2"
2018-03-23 09:50:22,"채지혜","month"
2018-03-23 21:53:18,"Sovan Chhaya","I don't know how to summit homework 02 , can you tell me ?"
2018-03-23 21:54:07,"Sovan Chhaya","Photo"
2018-03-23 21:54:59,"Sovan Chhaya","Should I just copy this address and past in HISNet?"
2018-03-23 21:55:28,"Sovan Chhaya","Help me please!"
2018-03-23 21:57:31,"권현우","Just copy the address and submit it"
2018-03-23 21:57:35,"권현우","I think that's all"
2018-03-23 21:57:43,"권현우","for HW2"
2018-03-23 21:57:50,"Sovan Chhaya","This address?"
2018-03-23 21:57:55,"권현우","yeap"
2018-03-23 21:58:05,"Sovan Chhaya","ok really thank"
2018-03-23 21:58:12,"권현우","no problem :)"
2018-03-23 22:00:05,"Yeun","Yeun left this chatroom."
2018-03-24 16:19:52,"명진","Photo"
2018-03-24 16:19:55,"명진","professor JC do we have to make two classes for each problems in our first assignment like this?"
2018-03-24 16:23:50,"남재창","It's up to you! It's your design and your choice."
2018-03-24 16:24:35,"명진","oh then do i have to make 2 javadoc files for each problems if i have 2 classes for each problems??"
2018-03-24 16:36:46,"남재창","Yes"
2018-03-24 16:37:32,"명진","thanks JC :)"
2018-03-24 16:37:45,"남재창","No problem. Cheer!"
2018-03-24 16:45:34,"이준섭","Professor for the homework we have to just compare right with the code you gave us after we finish ours and not change ours. Am I right?"
2018-03-24 17:29:30,"남재창","It's also up to you. You can submit your own code with javadoc and comments. Or, you can change yours based on the candidate answer with javadoc and comments. The important part is comments and javadoc. If you submit your own code, your code must work correctly."
2018-03-24 17:30:54,"남재창","But I prefer to see your own code, so that I may give you some helpful advices."
2018-03-24 18:10:40,"이준섭","Thank you ^^"
2018-03-24 18:22:58,"정진혁","professor for the second assignment, I did mkdir, and I got a message that says permission is denied. How can I solve this issue?"
2018-03-24 18:23:36,"정진혁","Photo"
2018-03-24 18:23:36,"정진혁","Photo"
2018-03-24 18:24:57,"정진혁","sorry for bothering you this weekend!! Thank you sir:)"
2018-03-24 18:25:57,"윤종욱","Run as administrator"
2018-03-24 18:27:08,"남재창","Some directories requires permission. You can create a directory in just C:\"
2018-03-24 18:28:01,"정진혁","thank you so much!!"
2018-03-24 18:28:18,"남재창","Type pwd. Let me know the path. I just wonder where you create a directory."
2018-03-24 18:43:32,"정진혁","Photo"
2018-03-24 18:43:59,"정진혁","it says i am at /"
2018-03-24 18:52:02,"남재창","Can you use cmd but not git bash. Or, you can run git bash   by choosing Run as administrator on pop-up menu on the git bash icon as 종석 said."
2018-03-24 20:30:45,"정진혁","thank you sir!! I will try and see what happens when I get the dorm!"
2018-03-24 22:36:58,"남재창","When you submit your first homework, please follow the guideline to make a correct zip file. Please, check the lab04 slide. If you do not follow it, you will lose your mark, 0.1point."
2018-03-24 22:48:46,"남재창","Javadoc must be written for both classes and methods."
2018-03-24 22:49:53,"남재창","Also don't forget to add a single line comment even for the import statement."
2018-03-25 16:00:13,"명진","Professor JC, for the hw1, im having a problem making a javadoc for my main class. the comments wont appear in my javadoc for my main class even if i wrote the comments correctly"
2018-03-25 16:02:27,"권현우","I had similar problem too."
2018-03-25 16:03:10,"권현우","In some classes it won't even appear, and for a pair of classes(Calculator, Calculator main) only one comment appeared"
2018-03-25 16:03:50,"권현우","but anyway javadoc was made(some without a single comment)."
2018-03-25 16:17:03,"남재창","명진 can you send me an email with your code for the class"
2018-03-25 16:17:04,"남재창","?"
2018-03-25 16:22:41,"명진","i sended the codes to your email JC"
2018-03-25 16:29:00,"남재창","Got it and replied. Javadoc must be put right before the class/method/fileld."
2018-03-25 19:57:07,"Sovan Chhaya","Photo"
2018-03-25 19:57:08,"Sovan Chhaya","Photo"
2018-03-25 19:57:44,"Sovan Chhaya","Excuse me JC it is how to summit the Homework...?"
2018-03-25 20:17:53,"남재창","Yes you've done HW1-2."
2018-03-25 20:18:16,"Sovan Chhaya","That right JC ...?"
2018-03-25 20:18:48,"남재창","Yeap"
2018-03-25 20:18:52,"Sovan Chhaya","Thank you JC"
2018-03-25 20:19:02,"남재창","Press 전송"
2018-03-25 20:19:56,"Sovan Chhaya","Finished JC"
2018-03-25 20:41:24,"남재창","Ok good!"
2018-03-26 17:04:07,"이준섭","hello professor I seem to get error while trying to create archieve file and i tried giving permission to access this .zip file but its not working"
2018-03-26 17:04:10,"이준섭","Photo"
2018-03-26 17:10:05,"남재창","Could you try to export to another directoy such as just C:\? Where did you install Eclipse? Close your Eclipse and Put your eclipse installed directory into C:\Program Files and then try again. If you can't solve the problem, make an appointment with me and stop by. Also check your path to export includes any Korean chracters and space."
2018-03-26 17:19:22,"이준섭","it worked!! thank you so much professor :D"
2018-03-26 17:19:41,"남재창","What was the problem?"
2018-03-26 17:20:16,"이준섭","i think it was bcas i was writing to the file in desktop and also my eclipse.exe was outside C:\Program Files"
2018-03-26 17:20:36,"남재창","OK, got it. Thanks~"
